No,year,month,day,hour,season,PM_Jingan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
34473,2013,12,7,8,4,237,6,93.35,1023,7,cv,0,0,0
34474,2013,12,7,9,4,269,7,100,1024,7,cv,1,0,0
34475,2013,12,7,10,4,239,8,93.45,1024,9,cv,1,0,0
34476,2013,12,7,11,4,177,10,87.57,1023,12,cv,2,0,0
34477,2013,12,7,12,4,177,7,62.71,1022,14,NE,3,0,0
34478,2013,12,7,13,4,164,7,58.79,1021,15,SE,2,0,0
34479,2013,12,7,14,4,154,7,58.79,1021,15,SE,5,0,0
34480,2013,12,7,15,4,154,7,58.79,1021,15,SE,8,0,0
34481,2013,12,7,16,4,154,7,62.71,1021,14,SE,12,0,0
34482,2013,12,7,17,4,157,7,66.93,1021,13,SE,16,0,0
34483,2013,12,7,18,4,143,7,66.93,1021,13,NE,3,0,0
34484,2013,12,7,19,4,156,7,71.47,1021,12,NE,7,0,0
34485,2013,12,7,20,4,156,8,76.52,1021,12,NE,11,0,0
34486,2013,12,7,21,4,136,8,76.52,1021,12,SE,4,0,0
34487,2013,12,7,22,4,121,8,76.52,1021,12,SE,7,0,0
34488,2013,12,7,23,4,120,9,81.88,1021,12,SE,10,0,0
34489,2013,12,8,0,4,116,9,81.88,1021,12,SE,14,0,0
34492,2013,12,8,3,4,129,8,93.45,1020,9,SE,20,0,0
34493,2013,12,8,4,4,141,7,93.4,1020,8,cv,0,0,0
34494,2013,12,8,5,4,177,7,93.4,1020,8,cv,0,0,0
34495,2013,12,8,6,4,212,8,93.45,1020,9,SE,2,0,0
34496,2013,12,8,7,4,209,10,93.55,1020,11,SE,4,0,0
34497,2013,12,8,8,4,171,10,93.55,1021,11,SE,6,0,0
34498,2013,12,8,9,4,208,11,93.6,1021,12,SE,9,0,0
34499,2013,12,8,10,4,208,12,87.75,1020,14,SE,14,0,0
34500,2013,12,8,11,4,228,11,67.78,1019,17,SE,20,0,0
34501,2013,12,8,12,4,240,9,52.3,1018,19,SW,6,0,0
34502,2013,12,8,13,4,241,7,45.65,1017,19,SW,12,0,0
34503,2013,12,8,14,4,148,6,42.61,1017,19,SW,17,0,0
34504,2013,12,8,15,4,158,7,45.65,1016,19,SE,4,0,0
34505,2013,12,8,16,4,164,7,48.59,1016,18,SW,3,0,0
34506,2013,12,8,17,4,145,9,63.18,1016,16,SE,3,0,0
34507,2013,12,8,18,4,155,9,67.36,1017,15,SE,5,0,0
34509,2013,12,8,20,4,128,12,82.27,1016,15,SE,12,0,0
34510,2013,12,8,21,4,125,12,87.75,1016,14,SE,16,0,0
34511,2013,12,8,22,4,107,12,87.75,1016,14,SE,19,0,0
34512,2013,12,8,23,4,103,12,93.65,1016,13,SE,20,0,0
34513,2013,12,9,0,4,97,11,87.66,1015,13,cv,0,0,0
34514,2013,12,9,1,4,100,9,87.47,1015,11,cv,0,0,0
34515,2013,12,9,2,4,96,8,87.38,1014,10,NW,1,0,0
34516,2013,12,9,3,4,110,9,87.47,1014,11,cv,1,0,0
34517,2013,12,9,4,4,128,9,93.5,1014,10,SW,1,0,0
34518,2013,12,9,5,4,200,10,93.55,1014,11,NW,3,0,0
34519,2013,12,9,6,4,369,9,93.5,1015,10,NW,8,0,0
34520,2013,12,9,7,4,369,8,93.45,1017,9,NW,16,0,0
34521,2013,12,9,8,4,261,6,81.48,1018,9,NW,25,0,0
34522,2013,12,9,9,4,261,4,70.88,1019,9,NW,34,0,0
34523,2013,12,9,10,4,274,4,70.88,1019,9,NW,40,0,0
34524,2013,12,9,11,4,319,4,70.88,1019,9,NW,48,0,0
34525,2013,12,9,12,4,322,5,71.07,1018,10,NW,55,0,0
34526,2013,12,9,13,4,294,5,76.01,1018,9,NW,65,0,0
34527,2013,12,9,14,4,261,3,66.05,1018,9,NW,74,0,0
34528,2013,12,9,15,4,158,0,53.26,1019,9,NW,84,0,0
34529,2013,12,9,16,4,116,0,53.26,1020,9,NW,90,0,0
34530,2013,12,9,17,4,132,-1,49.51,1020,9,NW,96,0,0
34531,2013,12,9,18,4,145,0,56.99,1021,8,NW,101,0,0
34532,2013,12,9,19,4,148,-1,52.98,1021,8,NW,106,0,0
34533,2013,12,9,20,4,138,-3,45.7,1022,8,NW,112,0,0
34534,2013,12,9,21,4,110,-4,45.4,1022,7,NW,118,0,0
34535,2013,12,9,22,4,101,-3,52.41,1022,6,NW,123,0,0
34536,2013,12,9,23,4,106,-3,56.18,1022,5,NW,128,0,0
34537,2013,12,10,0,4,74,-4,52.13,1022,5,NW,133,0,0
34538,2013,12,10,1,4,57,-4,55.91,1022,4,NW,138,0,0
34539,2013,12,10,2,4,57,-4,55.91,1022,4,NW,143,0,0
34540,2013,12,10,3,4,43,-4,55.91,1022,4,NW,147,0,0
34541,2013,12,10,4,4,66,-5,55.63,1022,3,NW,151,0,0
34542,2013,12,10,5,4,72,-5,55.63,1022,3,NW,154,0,0
34543,2013,12,10,6,4,72,-5,59.74,1022,2,NW,158,0,0
34544,2013,12,10,7,4,81,-5,55.63,1023,3,NW,162,0,0
34545,2013,12,10,8,4,88,-5,51.84,1023,4,NW,167,0,0
34546,2013,12,10,9,4,76,-4,48.63,1023,6,NW,172,0,0
34547,2013,12,10,10,4,62,-8,33.43,1023,7,NW,175,0,0
34548,2013,12,10,11,4,57,-7,33.74,1022,8,NW,178,0,0
34549,2013,12,10,12,4,55,-8,29.18,1021,9,NW,182,0,0
34550,2013,12,10,13,4,59,-9,26.99,1019,9,NW,186,0,0
34551,2013,12,10,14,4,64,-9,25.24,1019,10,NW,189,0,0
34552,2013,12,10,15,4,64,-9,25.24,1019,10,NW,192,0,0
34553,2013,12,10,16,4,61,-9,26.99,1019,9,NW,195,0,0
34554,2013,12,10,17,4,83,-9,28.88,1019,8,NW,198,0,0
34555,2013,12,10,18,4,89,-9,30.92,1020,7,NW,201,0,0
34556,2013,12,10,19,4,92,-8,35.82,1020,6,NW,202,0,0
34557,2013,12,10,20,4,100,-6,44.8,1020,5,SW,2,0,0
34558,2013,12,10,21,4,132,-5,48.34,1021,5,NW,3,0,0
34559,2013,12,10,22,4,150,-5,48.34,1021,5,NW,6,0,0
34560,2013,12,10,23,4,149,-4,52.13,1021,5,NW,8,0,0
34561,2013,12,11,0,4,144,-4,55.91,1021,4,SW,2,0,0
34562,2013,12,11,1,4,145,-4,55.91,1021,4,NW,2,0,0
34563,2013,12,11,2,4,146,-3,60.25,1021,4,NW,6,0,0
34564,2013,12,11,3,4,149,-4,52.13,1022,5,NW,10,0,0
34565,2013,12,11,4,4,143,-3,60.25,1022,4,NW,13,0,0
34566,2013,12,11,5,4,143,-2,69.64,1022,3,NW,16,0,0
34567,2013,12,11,6,4,136,-3,60.25,1022,4,NW,20,0,0
34568,2013,12,11,7,4,133,-4,55.91,1023,4,NW,24,0,0
34569,2013,12,11,8,4,124,-4,52.13,1024,5,NW,29,0,0
34570,2013,12,11,9,4,138,-4,45.4,1024,7,NW,35,0,0
34571,2013,12,11,10,4,137,-5,39.32,1024,8,NW,41,0,0
34575,2013,12,11,14,4,21,-11,21.54,1022,10,NW,68,0,0
34576,2013,12,11,15,4,71,-14,16.9,1022,10,NW,74,0,0
34577,2013,12,11,16,4,80,-14,18.07,1023,9,NW,81,0,0
34578,2013,12,11,17,4,75,-14,19.34,1023,8,NW,86,0,0
34579,2013,12,11,18,4,69,-13,22.46,1023,7,NW,90,0,0
34580,2013,12,11,19,4,74,-13,22.46,1024,7,NW,93,0,0
34581,2013,12,11,20,4,76,-12,26.09,1024,6,NW,96,0,0
34582,2013,12,11,21,4,74,-12,27.97,1024,5,NE,2,0,0
34583,2013,12,11,22,4,78,-12,30,1024,4,cv,0,0,0
34584,2013,12,11,23,4,77,-11,32.5,1024,4,NW,1,0,0
34585,2013,12,12,0,4,78,-10,35.19,1024,4,cv,1,0,0
34588,2013,12,12,3,4,57,-6,59.48,1023,1,SW,1,0,0
34589,2013,12,12,4,4,55,-7,51.27,1023,2,cv,0,0,0
34590,2013,12,12,5,4,61,-5,64.18,1023,1,SE,2,0,0
34591,2013,12,12,6,4,60,-6,59.48,1023,1,SW,2,0,0
34592,2013,12,12,7,4,59,-6,59.48,1023,1,SW,4,0,0
34593,2013,12,12,8,4,70,-4,60,1023,3,SW,5,0,0
34594,2013,12,12,9,4,70,-7,36.13,1023,7,SE,3,0,0
34595,2013,12,12,10,4,64,-12,21.26,1023,9,SE,7,0,0
34596,2013,12,12,11,4,67,-8,27.29,1022,10,SW,5,0,0
34597,2013,12,12,12,4,72,-7,25.82,1021,12,SW,10,0,0
34599,2013,12,12,14,4,71,-5,30.09,1019,12,SW,20,0,0
34600,2013,12,12,15,4,93,-5,30.09,1019,12,SW,24,0,0
34601,2013,12,12,16,4,93,-4,34.66,1019,11,SW,27,0,0
34602,2013,12,12,17,4,105,-3,42.71,1019,9,SW,30,0,0
34603,2013,12,12,18,4,110,-3,42.71,1020,9,SE,2,0,0
34605,2013,12,12,20,4,135,-1,52.98,1021,8,cv,0,0,0
34606,2013,12,12,21,4,133,0,61.01,1021,7,SW,2,0,0
34607,2013,12,12,22,4,133,0,61.01,1022,7,SW,3,0,0
34608,2013,12,12,23,4,135,0,65.36,1022,6,cv,0,0,0
34609,2013,12,13,0,4,141,-1,60.76,1022,6,NE,2,0,0
34610,2013,12,13,1,4,156,0,70.06,1022,5,SW,1,0,0
34611,2013,12,13,2,4,164,0,75.14,1022,4,SW,2,0,0
34612,2013,12,13,3,4,171,1,80.78,1022,4,cv,0,0,0
34613,2013,12,13,4,4,199,-1,74.96,1022,3,cv,0,0,0
34614,2013,12,13,5,4,239,-2,74.78,1023,2,NE,2,0,0
34615,2013,12,13,6,4,240,-1,74.96,1024,3,NW,1,0,0
34616,2013,12,13,7,4,219,-1,80.49,1025,2,NE,3,0,0
34617,2013,12,13,8,4,184,1,75.32,1025,5,NE,5,0,0
34618,2013,12,13,9,4,129,3,66.05,1026,9,NE,7,0,0
34619,2013,12,13,10,4,114,-1,43.31,1026,11,NE,12,0,0
34620,2013,12,13,11,4,109,0,43.6,1026,12,NE,17,0,0
34621,2013,12,13,12,4,101,0,43.6,1025,12,NE,21,0,0
34622,2013,12,13,13,4,91,0,40.84,1025,13,NE,25,0,0
34623,2013,12,13,14,4,91,0,40.84,1025,13,NE,29,0,0
34624,2013,12,13,15,4,55,0,43.6,1025,12,NE,33,0,0
34625,2013,12,13,16,4,42,1,50.08,1025,11,NE,38,0,0
34626,2013,12,13,17,4,31,1,53.53,1025,10,NE,42,0,0
34627,2013,12,13,18,4,31,1,57.25,1026,9,NE,45,0,0
34628,2013,12,13,19,4,31,0,56.99,1027,8,NE,48,0,0
34629,2013,12,13,20,4,25,0,56.99,1027,8,NE,51,0,0
34630,2013,12,13,21,4,23,0,61.01,1027,7,NE,53,0,0
34631,2013,12,13,22,4,24,1,61.26,1027,8,NE,56,0,0
34632,2013,12,13,23,4,24,1,65.59,1027,7,NE,59,0,0
34633,2013,12,14,0,4,24,1,65.59,1027,7,NE,62,0,0
34636,2013,12,14,3,4,31,0,70.06,1027,5,NE,68,0,0
34637,2013,12,14,4,4,28,0,75.14,1027,4,NE,69,0,0
34638,2013,12,14,5,4,28,1,80.78,1027,4,NE,70,0,0
34639,2013,12,14,6,4,32,1,80.78,1027,4,cv,1,0,0
34640,2013,12,14,7,4,35,1,80.78,1028,4,NE,1,0,0
34641,2013,12,14,8,4,38,3,75.67,1028,7,NE,3,0,0
34642,2013,12,14,9,4,44,3,61.76,1029,10,NE,6,0,0
34643,2013,12,14,10,4,39,2,53.81,1029,11,SE,5,0,0
34644,2013,12,14,11,4,46,3,54.08,1028,12,SE,9,0,0
34645,2013,12,14,12,4,42,3,50.65,1028,13,SE,12,0,0
34646,2013,12,14,13,4,52,3,50.65,1027,13,SE,15,0,0
34647,2013,12,14,14,4,58,3,47.46,1026,14,NE,2,0,0
34648,2013,12,14,15,4,66,3,50.65,1027,13,SE,3,0,0
34649,2013,12,14,16,4,60,3,50.65,1027,13,SE,6,0,0
34650,2013,12,14,17,4,62,4,58.03,1027,12,SE,10,0,0
34651,2013,12,14,18,4,58,4,62,1028,11,SE,14,0,0
34652,2013,12,14,19,4,62,4,62,1028,11,SE,17,0,0
34653,2013,12,14,20,4,60,4,62,1028,11,NE,3,0,0
34654,2013,12,14,21,4,69,4,62,1028,11,NE,7,0,0
34655,2013,12,14,22,4,67,4,66.27,1028,10,NE,10,0,0
34656,2013,12,14,23,4,70,4,66.27,1028,10,NE,13,0,0
34657,2013,12,15,0,4,63,4,66.27,1028,10,NE,15,0,0
34658,2013,12,15,1,4,72,4,66.27,1028,10,NE,18,0,0
34659,2013,12,15,2,4,66,4,70.88,1028,9,NE,20,0,0
34660,2013,12,15,3,4,70,4,75.84,1029,8,NE,22,0,0
34661,2013,12,15,4,4,72,4,70.88,1028,9,cv,1,0,0
34662,2013,12,15,5,4,90,5,76.01,1028,9,NE,2,0,0
34663,2013,12,15,6,4,94,5,71.07,1029,10,NE,5,0,0
34664,2013,12,15,7,4,109,4,66.27,1030,10,NE,7,0,0
34665,2013,12,15,8,4,103,5,66.49,1030,11,NE,10,0,0
34666,2013,12,15,9,4,109,4,62,1030,11,NE,15,0,0
34667,2013,12,15,10,4,106,4,58.03,1031,12,NE,21,0,0
34668,2013,12,15,11,4,104,4,58.03,1030,12,NE,27,0,0
34669,2013,12,15,12,4,94,4,58.03,1029,12,NE,32,0,0
34670,2013,12,15,13,4,105,3,54.08,1029,12,NE,37,0,0
34671,2013,12,15,14,4,91,3,54.08,1029,12,NE,42,0,0
34672,2013,12,15,15,4,82,1,50.08,1029,11,NE,46,0,0
34673,2013,12,15,16,4,79,2,53.81,1029,11,NE,51,0,0
34674,2013,12,15,17,4,96,3,57.77,1029,11,NE,56,0,0
34675,2013,12,15,18,4,98,3,61.76,1030,10,NE,61,0,0
34676,2013,12,15,19,4,120,3,61.76,1030,10,NE,67,0,0
34677,2013,12,15,20,4,106,2,57.51,1031,10,NE,72,0,0
34678,2013,12,15,21,4,84,2,57.51,1030,10,NE,77,0,0
34679,2013,12,15,22,4,63,2,57.51,1030,10,NE,81,0,0
34680,2013,12,15,23,4,52,2,57.51,1030,10,NE,86,0,0
34681,2013,12,16,0,4,38,1,57.25,1030,9,NE,90,0,0
34682,2013,12,16,1,4,51,1,57.25,1030,9,NE,94,0,0
34683,2013,12,16,2,4,61,2,61.51,1029,9,NE,98,0,0
34684,2013,12,16,3,4,66,4,75.84,1028,8,NE,102,0.4,0.4
34685,2013,12,16,4,4,49,5,81.34,1027,8,NE,105,0.9,1.3
34686,2013,12,16,5,4,35,4,81.2,1028,7,NE,110,0.8,2.1
34687,2013,12,16,6,4,15,2,70.47,1029,7,NE,116,2,4.1
34688,2013,12,16,7,4,19,3,81.06,1029,6,NE,120,1.3,5.4
34689,2013,12,16,8,4,11,4,86.99,1028,6,NE,123,0.8,6.2
34690,2013,12,16,9,4,13,4,81.2,1029,7,NE,126,1.4,7.6
34691,2013,12,16,10,4,10,4,81.2,1030,7,NE,131,1.6,9.2
34692,2013,12,16,11,4,13,4,81.2,1028,7,NE,135,1.1,10.3
34693,2013,12,16,12,4,7,4,86.99,1027,6,NE,141,1.5,11.8
34694,2013,12,16,13,4,22,5,87.09,1026,7,NE,145,1.6,13.4
34695,2013,12,16,14,4,13,5,87.09,1026,7,NE,150,1.8,15.2
34696,2013,12,16,15,4,12,3,81.06,1027,6,NE,156,1.7,16.9
34697,2013,12,16,16,4,7,4,86.99,1026,6,NE,162,2.2,19.1
34698,2013,12,16,17,4,11,3,86.89,1027,5,NE,168,1.8,20.9
34699,2013,12,16,18,4,5,3,86.89,1027,5,NE,171,0.6,21.5
34700,2013,12,16,19,4,19,4,86.99,1026,6,NE,174,0.6,22.1
34701,2013,12,16,20,4,14,5,93.29,1027,6,NE,179,0.9,23
34702,2013,12,16,21,4,14,4,86.99,1027,6,NE,184,0.8,23.8
34703,2013,12,16,22,4,7,4,86.99,1026,6,NE,188,0.6,24.4
34704,2013,12,16,23,4,12,4,86.99,1026,6,NE,191,1.2,25.6
34705,2013,12,17,0,4,12,5,93.29,1025,6,NE,196,1,26.6
34706,2013,12,17,1,4,11,4,86.99,1025,6,NE,202,0.5,27.1
34707,2013,12,17,2,4,9,4,86.99,1024,6,NE,207,0.5,27.6
34708,2013,12,17,3,4,10,4,86.99,1024,6,NE,213,0.3,27.9
34709,2013,12,17,4,4,9,4,86.99,1023,6,NE,219,0.8,28.7
34710,2013,12,17,5,4,19,4,86.99,1024,6,NE,223,1.1,29.8
34711,2013,12,17,6,4,21,5,93.29,1023,6,NE,227,0.8,30.6
34712,2013,12,17,7,4,24,5,93.29,1024,6,NE,232,0.9,31.5
34713,2013,12,17,8,4,16,5,87.09,1023,7,NE,238,0.5,32
34715,2013,12,17,10,4,22,5,87.09,1023,7,NE,249,0.3,0.3
34716,2013,12,17,11,4,20,5,81.34,1023,8,NE,254,0.3,0.6
34717,2013,12,17,12,4,17,5,81.34,1022,8,NE,260,0.3,0.9
34718,2013,12,17,13,4,17,5,81.34,1020,8,NE,266,0.2,1.1
34719,2013,12,17,14,4,10,5,81.34,1020,8,NE,272,0.9,2
34720,2013,12,17,15,4,10,5,87.09,1020,7,NE,278,1.6,3.6
34721,2013,12,17,16,4,11,4,81.2,1021,7,NE,284,1.8,5.4
34722,2013,12,17,17,4,8,4,81.2,1022,7,NE,290,1.5,6.9
34723,2013,12,17,18,4,12,4,86.99,1021,6,NE,296,0.7,7.6
34724,2013,12,17,19,4,19,4,86.99,1022,6,NE,301,0.7,8.3
34728,2013,12,17,23,4,6,4,86.99,1023,6,NE,17,0.5,0.5
34729,2013,12,18,0,4,9,4,86.99,1023,6,NE,22,0.2,0.7
34731,2013,12,18,2,4,9,5,93.29,1023,6,NW,9,0.2,1.3
34732,2013,12,18,3,4,9,4,86.99,1023,6,NW,14,0,0
34733,2013,12,18,4,4,9,4,81.2,1023,7,NW,18,0,0
34734,2013,12,18,5,4,24,4,81.2,1023,7,NE,4,0.1,0.1
34735,2013,12,18,6,4,26,3,75.67,1023,7,NW,5,0,0
34736,2013,12,18,7,4,22,3,81.06,1024,6,NW,10,0,0
34737,2013,12,18,8,4,30,3,75.67,1025,7,NW,15,0,0
34738,2013,12,18,9,4,30,3,75.67,1026,7,NW,21,0,0
34739,2013,12,18,10,4,38,3,70.67,1026,8,NW,28,0,0
34740,2013,12,18,11,4,34,3,70.67,1025,8,NW,36,0,0
34741,2013,12,18,12,4,36,2,61.51,1025,9,NE,9,0,0
34742,2013,12,18,13,4,32,0,53.26,1025,9,NE,18,0,0
34743,2013,12,18,14,4,32,0,49.8,1024,10,NE,24,0,0
34744,2013,12,18,15,4,32,0,53.26,1025,9,NE,31,0,0
34745,2013,12,18,16,4,32,0,56.99,1025,8,NE,39,0,0
34746,2013,12,18,17,4,58,0,61.01,1025,7,NE,45,0,0
34747,2013,12,18,18,4,76,-1,56.72,1026,7,NE,50,0,0
34748,2013,12,18,19,4,82,0,61.01,1026,7,NE,54,0,0
34749,2013,12,18,20,4,98,1,70.27,1027,6,NE,59,0,0
34750,2013,12,18,21,4,98,1,70.27,1028,6,NW,5,0,0
34751,2013,12,18,22,4,93,1,75.32,1028,5,NE,5,0,0
34752,2013,12,18,23,4,110,0,75.14,1028,4,NW,5,0,0
34753,2013,12,19,0,4,110,0,80.63,1028,3,NW,10,0,0
34754,2013,12,19,1,4,87,-1,74.96,1028,3,NW,15,0,0
34755,2013,12,19,2,4,79,-2,69.64,1028,3,NW,20,0,0
34756,2013,12,19,3,4,79,-3,69.43,1028,2,NW,24,0,0
34757,2013,12,19,4,4,79,-2,74.78,1028,2,NW,29,0,0
34758,2013,12,19,5,4,79,-2,80.34,1028,1,NW,34,0,0
34759,2013,12,19,6,4,59,-3,74.59,1029,1,NW,39,0,0
34760,2013,12,19,7,4,60,-4,69.21,1029,1,NW,44,0,0
34761,2013,12,19,8,4,60,-4,64.42,1030,2,NW,49,0,0
34762,2013,12,19,9,4,70,-6,51.56,1030,3,NW,54,0,0
34763,2013,12,19,10,4,83,-6,48.04,1030,4,NW,59,0,0
34764,2013,12,19,11,4,76,-6,44.8,1030,5,NW,64,0,0
34765,2013,12,19,12,4,80,-7,41.48,1030,5,NW,68,0,0
34766,2013,12,19,13,4,71,-8,35.82,1029,6,NE,4,0,0
34767,2013,12,19,14,4,84,-7,38.7,1028,6,NW,4,0,0
34769,2013,12,19,16,4,104,-7,41.48,1028,5,NW,14,0,0
34771,2013,12,19,18,4,108,-6,48.04,1030,4,NW,21,0,0
34772,2013,12,19,19,4,146,-6,51.56,1029,3,NW,23,0,0
34773,2013,12,19,20,4,159,-6,48.04,1030,4,NW,26,0,0
34774,2013,12,19,21,4,170,-5,55.63,1030,3,NW,29,0,0
34775,2013,12,19,22,4,194,-3,64.66,1030,3,NW,32,0,0
34776,2013,12,19,23,4,194,-3,69.43,1030,2,NW,35,0,0
34777,2013,12,20,0,4,202,-2,74.78,1030,2,NW,38,0,0
34778,2013,12,20,1,4,200,-3,69.43,1030,2,NW,41,0,0
34779,2013,12,20,2,4,211,-3,69.43,1030,2,NW,45,0,0
34780,2013,12,20,3,4,204,-3,74.59,1030,1,NW,49,0,0
34781,2013,12,20,4,4,200,-3,74.59,1030,1,NW,53,0,0
34782,2013,12,20,5,4,195,-5,64.18,1030,1,NW,56,0,0
34783,2013,12,20,6,4,212,-5,69,1031,0,NW,58,0,0
34784,2013,12,20,7,4,212,-5,69,1031,0,NW,63,0,0
34785,2013,12,20,8,4,228,-5,64.18,1032,1,NW,68,0,0
34787,2013,12,20,10,4,220,-5,55.63,1032,3,NW,77,0,0
34788,2013,12,20,11,4,222,-5,51.84,1032,4,NW,82,0,0
34789,2013,12,20,12,4,237,-5,48.34,1031,5,NW,88,0,0
34790,2013,12,20,13,4,220,-6,44.8,1030,5,NW,94,0,0
34791,2013,12,20,14,4,248,-6,44.8,1030,5,NW,100,0,0
34792,2013,12,20,15,4,224,-7,41.48,1030,5,NW,106,0,0
34793,2013,12,20,16,4,200,-5,48.34,1030,5,NW,111,0,0
34794,2013,12,20,17,4,186,-6,48.04,1031,4,NW,116,0,0
34795,2013,12,20,18,4,220,-5,55.63,1031,3,NW,120,0,0
34796,2013,12,20,19,4,219,-6,51.56,1032,3,NW,125,0,0
34797,2013,12,20,20,4,200,-6,55.36,1032,2,NW,129,0,0
34798,2013,12,20,21,4,158,-6,55.36,1032,2,NW,134,0,0
34799,2013,12,20,22,4,125,-7,55.08,1032,1,NW,138,0,0
34802,2013,12,21,1,4,74,-7,59.21,1032,0,NW,151,0,0
34803,2013,12,21,2,4,68,-5,69,1032,0,NW,155,0,0
34804,2013,12,21,3,4,66,-6,63.94,1032,0,NW,160,0,0
34805,2013,12,21,4,4,77,-8,54.8,1032,0,NW,165,0,0
34806,2013,12,21,5,4,80,-9,50.68,1032,0,NW,171,0,0
34807,2013,12,21,6,4,86,-7,59.21,1032,0,NW,177,0,0
34808,2013,12,21,7,4,83,-7,59.21,1033,0,NW,182,0,0
34809,2013,12,21,8,4,81,-8,50.97,1033,1,NW,187,0,0
34810,2013,12,21,9,4,77,-7,51.27,1034,2,NW,192,0,0
34811,2013,12,21,10,4,64,-8,41.17,1034,4,NW,197,0,0
34812,2013,12,21,11,4,50,-8,38.39,1033,5,NW,203,0,0
34813,2013,12,21,12,4,35,-7,38.7,1033,6,NW,208,0,0
34814,2013,12,21,13,4,31,-6,41.79,1032,6,NW,214,0,0
34815,2013,12,21,14,4,37,-6,41.79,1032,6,NW,219,0,0
34816,2013,12,21,15,4,42,-6,41.79,1032,6,NW,224,0,0
34817,2013,12,21,16,4,51,-5,48.34,1032,5,NW,229,0,0
34818,2013,12,21,17,4,63,-5,48.34,1032,5,NW,234,0,0
34819,2013,12,21,18,4,69,-5,48.34,1032,5,NW,238,0,0
34820,2013,12,21,19,4,64,-5,51.84,1033,4,NW,243,0,0
34821,2013,12,21,20,4,60,-5,55.63,1033,3,NW,247,0,0
34822,2013,12,21,21,4,55,-5,55.63,1033,3,NW,251,0,0
34823,2013,12,21,22,4,56,-4,64.42,1033,2,NW,254,0,0
34824,2013,12,21,23,4,53,-4,64.42,1033,2,NW,257,0,0
34834,2013,12,22,9,4,82,-2,69.64,1033,3,NW,24,0,0
34835,2013,12,22,10,4,77,-3,56.18,1033,5,NW,28,0,0
34836,2013,12,22,11,4,75,-3,48.93,1032,7,NE,4,0,0
34837,2013,12,22,12,4,57,-3,45.7,1030,8,NW,4,0,0
34838,2013,12,22,13,4,45,-4,42.4,1029,8,NE,3,0,0
34839,2013,12,22,14,4,52,-3,45.7,1030,8,NW,3,0,0
34840,2013,12,22,15,4,44,-3,45.7,1030,8,NE,4,0,0
34841,2013,12,22,16,4,41,-3,48.93,1030,7,NE,7,0,0
34842,2013,12,22,17,4,45,-3,52.41,1030,6,NE,11,0,0
34843,2013,12,22,18,4,52,-3,56.18,1030,5,NW,3,0,0
34844,2013,12,22,19,4,50,-3,60.25,1030,4,NE,2,0,0
34845,2013,12,22,20,4,40,-3,64.66,1031,3,NE,5,0,0
34846,2013,12,22,21,4,32,-3,56.18,1031,5,NE,7,0,0
34847,2013,12,22,22,4,29,-2,60.51,1031,5,NE,10,0,0
34850,2013,12,23,1,4,35,-2,80.34,1030,1,NE,17,0,0
34851,2013,12,23,2,4,31,-2,74.78,1030,2,NW,2,0,0
34852,2013,12,23,3,4,46,-2,80.34,1030,1,SW,1,0,0
34853,2013,12,23,4,4,48,-2,86.37,1030,0,NE,1,0,0
34854,2013,12,23,5,4,62,-2,86.37,1030,0,cv,0,0,0
34855,2013,12,23,6,4,61,-2,86.37,1031,0,cv,0,0,0
34856,2013,12,23,7,4,64,-1,86.47,1031,1,NE,2,0,0
34857,2013,12,23,8,4,60,0,86.58,1030,2,NE,5,0,0
34858,2013,12,23,9,4,69,1,75.32,1030,5,NE,8,0,0
34859,2013,12,23,10,4,47,-1,60.76,1031,6,NE,12,0,0
34860,2013,12,23,11,4,54,-2,49.22,1031,8,NE,16,0,0
34861,2013,12,23,12,4,56,-4,42.4,1030,8,NW,4,0,0
34862,2013,12,23,13,4,55,-5,36.74,1029,9,NE,5,0,0
34863,2013,12,23,14,4,44,-3,45.7,1029,8,NE,9,0,0
34864,2013,12,23,15,4,57,-5,39.32,1029,8,NE,13,0,0
34865,2013,12,23,16,4,46,-4,45.4,1029,7,NE,17,0,0
34866,2013,12,23,17,4,57,-4,48.63,1030,6,NE,21,0,0
34867,2013,12,23,18,4,60,-3,56.18,1030,5,NE,24,0,0
34868,2013,12,23,19,4,82,-2,60.51,1031,5,NE,28,0,0
34869,2013,12,23,20,4,81,-2,60.51,1031,5,NE,32,0,0
34870,2013,12,23,21,4,90,-2,64.9,1031,4,NE,36,0,0
34871,2013,12,23,22,4,87,-2,74.78,1031,2,NE,39,0,0
34872,2013,12,23,23,4,105,-3,64.66,1032,3,NE,41,0,0
34873,2013,12,24,0,4,101,-2,74.78,1032,2,NW,3,0,0
34874,2013,12,24,1,4,114,-3,64.66,1032,3,NW,5,0,0
34875,2013,12,24,2,4,108,-2,74.78,1032,2,NW,8,0,0
34876,2013,12,24,3,4,119,-3,69.43,1032,2,NW,11,0,0
34877,2013,12,24,4,4,112,-3,69.43,1032,2,NW,14,0,0
34878,2013,12,24,5,4,126,-2,80.34,1032,1,NW,18,0,0
34879,2013,12,24,6,4,136,-3,74.59,1032,1,NW,21,0,0
34880,2013,12,24,7,4,153,-3,74.59,1033,1,NW,24,0,0
34881,2013,12,24,8,4,163,-2,74.78,1033,2,NW,27,0,0
34882,2013,12,24,9,4,171,-1,69.85,1033,4,NW,30,0,0
34883,2013,12,24,10,4,163,-2,56.45,1033,6,NW,34,0,0
