No,year,month,day,hour,season,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
46316,2015,4,14,19,1,6,54.88,1013,15,SW,3,0,0
46317,2015,4,14,20,1,6,58.54,1014,14,SW,6,0,0
46318,2015,4,14,21,1,6,58.54,1014,14,SW,8,0,0
46319,2015,4,14,22,1,6,66.71,1014,12,SW,10,0,0
46320,2015,4,14,23,1,6,71.27,1014,11,SW,12,0,0
46321,2015,4,15,0,1,6,66.71,1014,12,SW,15,0,0
46322,2015,4,15,1,1,6,76.18,1013,10,SE,3,0,0
46323,2015,4,15,2,1,5,76.01,1013,9,SW,2,0,0
46324,2015,4,15,3,1,6,71.27,1013,11,SW,4,0,0
46325,2015,4,15,4,1,6,76.18,1012,10,SW,6,0,0
46326,2015,4,15,5,1,6,76.18,1012,10,SW,9,0,0
46327,2015,4,15,6,1,6,76.18,1013,10,SW,12,0,0
46328,2015,4,15,7,1,8,71.66,1013,13,SW,15,0,0
46329,2015,4,15,8,1,8,55.41,1014,17,SW,19,0,0
46330,2015,4,15,9,1,6,42.61,1014,19,SW,24,0,0
46331,2015,4,15,10,1,6,37.65,1013,21,SW,28,0,0
46332,2015,4,15,11,1,5,35.13,1013,21,SW,33,0,0
46333,2015,4,15,12,1,3,28.71,1012,22,SW,38,0,0
46356,2015,4,16,11,1,11,49.7,1012,22,NW,2,0,0
46357,2015,4,16,12,1,12,44.33,1012,25,NW,8,0,0
46358,2015,4,16,13,1,13,47.33,1012,25,NW,13,0,0
46359,2015,4,16,14,1,13,53.36,1012,23,NW,21,0,0
46360,2015,4,16,15,1,12,60.03,1013,20,NE,11,0,0
46361,2015,4,16,16,1,9,55.67,1014,18,NE,21,0,0
46362,2015,4,16,17,1,7,51.75,1014,17,NE,28,0,0
46363,2015,4,16,18,1,6,51.48,1015,16,NE,34,0,0
46364,2015,4,16,19,1,6,54.88,1015,15,NE,40,0,0
46365,2015,4,16,20,1,4,47.74,1016,15,NE,45,0,0
46366,2015,4,16,21,1,4,50.92,1017,14,NE,49,0,0
46367,2015,4,16,22,1,3,47.46,1018,14,NE,51,0,0
46368,2015,4,16,23,1,4,50.92,1018,14,SE,2,0,0
46369,2015,4,17,0,1,4,50.92,1018,14,NE,4,0,0
46370,2015,4,17,1,1,6,62.48,1018,13,SE,2,0,0
46371,2015,4,17,2,1,6,62.48,1017,13,SE,5,0,0
46372,2015,4,17,3,1,6,62.48,1016,13,SE,10,0,0
46373,2015,4,17,4,1,7,66.93,1017,13,SE,13,0,0
46374,2015,4,17,5,1,7,66.93,1016,13,SE,18,0,0
46375,2015,4,17,6,1,7,66.93,1017,13,SE,22,0,0
46376,2015,4,17,7,1,7,62.71,1017,14,SE,27,0,0
46377,2015,4,17,8,1,6,51.48,1017,16,SE,33,0,0
46378,2015,4,17,9,1,4,42.02,1017,17,SE,40,0,0
46379,2015,4,17,10,1,3,39.16,1017,17,SE,48,0,0
46380,2015,4,17,11,1,4,37.06,1016,19,SE,56,0,0
46381,2015,4,17,12,1,5,37.36,1015,20,SE,64,0,0
46382,2015,4,17,13,1,5,35.13,1014,21,SE,72,0,0
46383,2015,4,17,14,1,7,40.34,1013,21,SE,80,0,0
46384,2015,4,17,15,1,8,45.93,1012,20,SE,87,0,0
46385,2015,4,17,16,1,8,48.87,1012,19,NE,7,0,0
46386,2015,4,17,17,1,10,59.54,1012,18,SE,7,0,0
46387,2015,4,17,18,1,11,67.78,1012,17,SE,14,0,0
46388,2015,4,17,19,1,11,72.23,1012,16,SE,22,0,0
46389,2015,4,17,20,1,12,77.17,1012,16,SE,29,0,0
46390,2015,4,17,21,1,13,82.4,1012,16,SE,35,0,0
46391,2015,4,17,22,1,13,82.4,1012,16,SE,42,0,0
46392,2015,4,17,23,1,14,82.52,1011,17,SE,48,0,0
46393,2015,4,18,0,1,14,82.52,1010,17,SE,53,0,0
46394,2015,4,18,1,1,15,88.02,1010,17,SE,57,0,0
46395,2015,4,18,2,1,16,93.84,1009,17,SE,61,0,0
46396,2015,4,18,3,1,16,93.84,1008,17,SE,65,0,0
46397,2015,4,18,4,1,16,93.84,1008,17,SE,69,0,0
46398,2015,4,18,5,1,16,93.84,1007,17,SE,74,0,0
46399,2015,4,18,6,1,17,93.89,1008,18,SE,77,0,0
46400,2015,4,18,7,1,17,93.89,1008,18,SE,80,0,0
46401,2015,4,18,8,1,17,82.89,1008,20,SE,83,0,0
46402,2015,4,18,9,1,17,73.32,1008,22,SE,86,0,0
46403,2015,4,18,10,1,16,64.76,1008,23,SW,4,0,0
46404,2015,4,18,11,1,15,57.2,1008,24,SW,8,0,0
46405,2015,4,18,12,1,15,57.2,1007,24,SW,13,0,0
46406,2015,4,18,13,1,15,50.78,1007,26,SW,16,0,0
46407,2015,4,18,14,1,15,57.2,1006,24,SW,19,0,0
46408,2015,4,18,15,1,16,57.44,1005,25,SE,3,0,0
46409,2015,4,18,16,1,15,50.78,1004,26,SW,4,0,0
46410,2015,4,18,17,1,15,57.2,1004,24,SE,5,0,0
46411,2015,4,18,18,1,15,60.74,1005,23,SE,10,0,0
46412,2015,4,18,19,1,16,73.14,1005,21,SE,13,0,0
46413,2015,4,18,20,1,16,77.79,1005,20,SE,15,0,0
46414,2015,4,18,21,1,16,82.77,1006,19,SE,17,0,0
46415,2015,4,18,22,1,16,82.77,1006,19,SE,19,0,0
46416,2015,4,18,23,1,16,88.11,1006,18,SE,21,0,0
46419,2015,4,19,2,1,16,82.77,1005,19,cv,0,0,0
46420,2015,4,19,3,1,17,88.2,1005,19,NW,3,0.7,0.7
46421,2015,4,19,4,1,17,88.2,1005,19,NW,7,1,1.7
46422,2015,4,19,5,1,17,93.89,1005,18,NW,10,0.1,1.8
46423,2015,4,19,6,1,17,93.89,1006,18,NW,12,0,0
46424,2015,4,19,7,1,18,93.94,1006,19,NW,14,0,0
46425,2015,4,19,8,1,18,93.94,1006,19,NW,16,0,0
46426,2015,4,19,9,1,18,88.28,1006,20,NE,1,0,0
46427,2015,4,19,10,1,19,88.37,1006,21,NE,3,0,0
46428,2015,4,19,11,1,19,83.13,1005,22,NE,5,0,0
46429,2015,4,19,12,1,18,73.5,1005,23,NW,2,0,0
46430,2015,4,19,13,1,19,78.24,1004,23,NE,1,0,0
46431,2015,4,19,14,1,18,73.5,1003,23,NE,4,0,0
46432,2015,4,19,15,1,18,69.2,1003,24,NE,5,0,0
46433,2015,4,19,16,1,18,73.5,1002,23,NE,8,0,0
46434,2015,4,19,17,1,18,78.09,1003,22,NE,11,0,0
46435,2015,4,19,18,1,18,78.09,1003,22,SE,3,0,0
46436,2015,4,19,19,1,17,77.94,1004,21,SE,7,0,0
46437,2015,4,19,20,1,16,82.77,1004,19,NE,5,0,0
46438,2015,4,19,21,1,16,88.11,1005,18,NE,9,0.3,0.3
46439,2015,4,19,22,1,14,93.75,1006,15,NE,16,0.4,0.7
46440,2015,4,19,23,1,12,93.65,1007,13,NE,24,0.1,0.8
46441,2015,4,20,0,1,11,93.6,1008,12,NE,31,0.6,1.4
46442,2015,4,20,1,1,11,93.6,1007,12,NE,38,0.1,1.5
46443,2015,4,20,2,1,11,93.6,1007,12,NE,44,0.2,1.7
46444,2015,4,20,3,1,11,93.6,1008,12,NW,5,0.2,1.9
46445,2015,4,20,4,1,11,93.6,1008,12,NW,11,0.1,2
46446,2015,4,20,5,1,10,87.57,1009,12,NW,19,0.1,2.1
46447,2015,4,20,6,1,10,87.57,1009,12,NE,7,0,0
46448,2015,4,20,7,1,11,93.6,1010,12,NW,7,0,0
46449,2015,4,20,8,1,11,93.6,1011,12,NW,12,0.5,0.5
46450,2015,4,20,9,1,11,93.6,1012,12,NW,18,0.2,0.7
46451,2015,4,20,10,1,11,93.6,1012,12,NW,25,0.1,0.8
46452,2015,4,20,11,1,11,82.14,1013,14,NW,31,0,0
46453,2015,4,20,12,1,10,76.84,1013,14,NW,37,0,0
46454,2015,4,20,13,1,10,76.84,1013,14,NW,43,0,0
46455,2015,4,20,14,1,10,72.04,1013,15,NW,48,0,0
46456,2015,4,20,15,1,9,67.36,1013,15,NW,52,0,0
46457,2015,4,20,16,1,7,55.15,1013,16,NE,5,0,0
46458,2015,4,20,17,1,5,51.2,1013,15,NE,11,0,0
46571,2015,4,25,10,1,5,27.59,1021,25,NE,2,0,0
46572,2015,4,25,11,1,1,18.46,1021,27,SE,2,0,0
46573,2015,4,25,12,1,3,20.09,1020,28,SE,5,0,0
46574,2015,4,25,13,1,5,23.13,1019,28,SE,8,0,0
46575,2015,4,25,14,1,5,23.13,1019,28,cv,2,0,0
46576,2015,4,25,15,1,6,24.79,1018,28,SW,4,0,0
46577,2015,4,25,16,1,4,21.56,1018,28,SW,8,0,0
46578,2015,4,25,17,1,4,24.24,1018,26,SE,5,0,0
46579,2015,4,25,18,1,5,27.59,1018,25,SE,9,0,0
46580,2015,4,25,19,1,5,31.1,1019,23,SE,12,0,0
46581,2015,4,25,20,1,7,40.34,1019,21,SE,14,0,0
46582,2015,4,25,21,1,11,56.19,1020,20,SE,17,0,0
46583,2015,4,25,22,1,12,63.87,1020,19,SE,19,0,0
46584,2015,4,25,23,1,10,59.54,1020,18,SE,21,0,0
46585,2015,4,26,0,1,10,63.41,1019,17,SE,24,0,0
46586,2015,4,26,1,1,10,59.54,1019,18,SE,26,0,0
46587,2015,4,26,2,1,11,67.78,1019,17,SE,27,0,0
46588,2015,4,26,3,1,12,72.42,1019,17,SE,29,0,0
46589,2015,4,26,4,1,12,77.17,1019,16,SE,31,0,0
46590,2015,4,26,5,1,11,72.23,1019,16,SE,33,0,0
46591,2015,4,26,6,1,11,67.78,1019,17,SE,35,0,0
46592,2015,4,26,7,1,11,59.78,1020,19,SE,39,0,0
46593,2015,4,26,8,1,10,49.42,1020,21,SE,44,0,0
46594,2015,4,26,9,1,8,38.24,1021,23,SW,5,0,0
46595,2015,4,26,10,1,8,33.92,1020,25,SE,5,0,0
46596,2015,4,26,11,1,9,34.21,1020,26,SE,10,0,0
46597,2015,4,26,12,1,9,30.42,1019,28,SE,16,0,0
46598,2015,4,26,13,1,6,26.28,1019,27,SE,22,0,0
46599,2015,4,26,14,1,8,31.97,1018,26,SE,29,0,0
46600,2015,4,26,15,1,6,26.28,1017,27,SE,36,0,0
46601,2015,4,26,16,1,5,26,1017,26,SE,43,0,0
46602,2015,4,26,17,1,6,29.57,1016,25,SE,49,0,0
46604,2015,4,26,19,1,6,35.42,1017,22,SE,61,0,0
46605,2015,4,26,20,1,7,42.9,1017,20,SE,66,0,0
46608,2015,4,26,23,1,8,48.87,1017,19,SE,80,0,0
46611,2015,4,27,2,1,8,52.02,1015,18,SE,95,0,0
46623,2015,4,27,14,1,15,53.88,1011,25,SE,5,0,0
46624,2015,4,27,15,1,15,53.88,1010,25,SE,10,0,0
46625,2015,4,27,16,1,15,53.88,1010,25,SE,15,0,0
46626,2015,4,27,17,1,16,60.98,1010,24,SE,20,0,0
46627,2015,4,27,18,1,16,68.81,1010,22,SE,26,0,0
46628,2015,4,27,19,1,15,64.54,1010,22,SE,31,0,0
46629,2015,4,27,20,1,15,68.61,1010,21,SE,36,0,0
46630,2015,4,27,21,1,15,72.96,1010,20,SE,41,0,0
46631,2015,4,27,22,1,16,77.79,1009,20,SE,46,0,0
46632,2015,4,27,23,1,16,82.77,1009,19,SE,50,0,0
46633,2015,4,28,0,1,16,82.77,1008,19,SE,55,0,0
46634,2015,4,28,1,1,16,82.77,1008,19,SE,58,0,0
46635,2015,4,28,2,1,16,82.77,1007,19,SE,61,0,0
46636,2015,4,28,3,1,16,82.77,1007,19,SE,63,0,0
46637,2015,4,28,4,1,16,82.77,1007,19,SE,65,0,0
46638,2015,4,28,5,1,16,82.77,1007,19,SW,3,0,0
46639,2015,4,28,6,1,16,82.77,1007,19,SW,6,0,0
46640,2015,4,28,7,1,17,77.94,1008,21,SW,9,0,0
46641,2015,4,28,8,1,17,64.98,1008,24,SW,14,0,0
46642,2015,4,28,9,1,17,57.69,1008,26,SW,18,0,0
46643,2015,4,28,10,1,18,57.93,1008,27,SW,24,0,0
46644,2015,4,28,11,1,17,51.31,1007,28,NW,6,0,0
46645,2015,4,28,12,1,17,48.42,1007,29,NW,12,0,0
46646,2015,4,28,13,1,17,43.18,1006,31,NW,18,0,0
46647,2015,4,28,14,1,17,43.18,1006,31,NW,23,0,0
46648,2015,4,28,15,1,17,45.72,1005,30,SW,5,0,0
46649,2015,4,28,16,1,17,45.72,1006,30,NW,5,0,0
46650,2015,4,28,17,1,16,45.44,1006,29,NW,9,0,0
46651,2015,4,28,18,1,16,48.15,1005,28,NE,4,0,0
46652,2015,4,28,19,1,17,64.98,1006,24,NE,9,0,0
46653,2015,4,28,20,1,17,73.32,1007,22,NE,15,0,0
46654,2015,4,28,21,1,16,68.81,1007,22,NE,21,0,0
46655,2015,4,28,22,1,15,68.61,1007,21,NE,28,17.6,17.6
46656,2015,4,28,23,1,16,93.84,1012,17,NE,35,6.1,23.7
46657,2015,4,29,0,1,17,93.89,1009,18,NE,40,0.1,23.8
46658,2015,4,29,1,1,16,88.11,1007,18,SE,3,0,0
46659,2015,4,29,2,1,16,93.84,1007,17,SE,5,0,0
46660,2015,4,29,3,1,16,93.84,1007,17,SW,3,0,0
46661,2015,4,29,4,1,16,88.11,1008,18,NW,4,0,0
46662,2015,4,29,5,1,16,88.11,1009,18,NW,9,0,0
46663,2015,4,29,6,1,16,93.84,1010,17,NE,5,0,0
46664,2015,4,29,7,1,16,88.11,1011,18,NE,7,0,0
46665,2015,4,29,8,1,16,82.77,1011,19,NE,10,0,0
46666,2015,4,29,9,1,16,82.77,1012,19,NE,14,0,0
46667,2015,4,29,10,1,16,82.77,1013,19,NE,20,0,0
46668,2015,4,29,11,1,15,77.64,1013,19,NW,6,0,0
46669,2015,4,29,12,1,14,82.52,1013,17,NE,5,0,0
46670,2015,4,29,13,1,14,77.48,1013,18,NW,6,0,0
46671,2015,4,29,14,1,15,77.64,1012,19,NW,13,0,0
46672,2015,4,29,15,1,15,77.64,1012,19,NW,19,0,0
46673,2015,4,29,16,1,15,77.64,1012,19,NW,24,0,0
46674,2015,4,29,17,1,14,72.78,1012,19,NW,30,0,0
46675,2015,4,29,18,1,14,72.78,1012,19,NW,35,0,0
46676,2015,4,29,19,1,14,77.48,1013,18,NW,39,0,0
46677,2015,4,29,20,1,14,77.48,1014,18,NW,43,0,0
46678,2015,4,29,21,1,14,77.48,1014,18,NW,46,0,0
46679,2015,4,29,22,1,14,87.93,1014,16,NE,3,0,0
46680,2015,4,29,23,1,14,87.93,1013,16,NE,5,0,0
46681,2015,4,30,0,1,14,93.75,1013,15,NE,6,0,0
46682,2015,4,30,1,1,13,87.84,1013,15,SW,2,0,0
46683,2015,4,30,2,1,14,93.75,1013,15,SW,4,0,0
46684,2015,4,30,3,1,14,93.75,1013,15,NW,2,0,0
46685,2015,4,30,4,1,14,93.75,1013,15,NW,3,0,0
46686,2015,4,30,5,1,13,93.7,1013,14,cv,1,0,0
46687,2015,4,30,6,1,14,87.93,1014,16,cv,1,0,0
46688,2015,4,30,7,1,16,88.11,1014,18,NE,2,0,0
46689,2015,4,30,8,1,16,77.79,1014,20,NE,6,0,0
46690,2015,4,30,9,1,15,64.54,1014,22,NW,3,0,0
46691,2015,4,30,10,1,13,53.36,1014,23,NE,4,0,0
46692,2015,4,30,11,1,14,53.62,1014,24,NW,4,0,0
46693,2015,4,30,12,1,14,50.51,1013,25,NW,8,0,0
46694,2015,4,30,13,1,14,47.61,1013,26,NW,13,0,0
46695,2015,4,30,14,1,13,44.61,1012,26,NW,18,0,0
46696,2015,4,30,15,1,14,47.61,1012,26,NE,5,0,0
46697,2015,4,30,16,1,12,44.33,1012,25,NE,9,0,0
46698,2015,4,30,17,1,16,60.98,1012,24,NE,14,0,0
46699,2015,4,30,18,1,16,68.81,1012,22,SE,5,0,0
46700,2015,4,30,19,1,16,73.14,1013,21,SE,8,0,0
46701,2015,4,30,20,1,15,72.96,1013,20,SE,12,0,0
46702,2015,4,30,21,1,13,68.2,1014,19,NE,4,0,0
46703,2015,4,30,22,1,14,77.48,1014,18,SE,4,0,0
46704,2015,4,30,23,1,14,87.93,1014,16,SE,8,0,0
46705,2015,5,1,0,1,14,87.93,1014,16,SE,11,0,0
46706,2015,5,1,1,1,14,87.93,1013,16,SE,14,0,0
46707,2015,5,1,2,1,14,87.93,1013,16,SE,18,0,0
46708,2015,5,1,3,1,13,82.4,1012,16,NE,3,0,0
46709,2015,5,1,4,1,13,82.4,1012,16,NE,7,0,0
46710,2015,5,1,5,1,14,87.93,1013,16,NE,10,0,0
46711,2015,5,1,6,1,14,87.93,1013,16,NE,13,0,0
46712,2015,5,1,7,1,14,82.52,1013,17,SE,3,0,0
46713,2015,5,1,8,1,14,77.48,1013,18,SE,7,0,0
46714,2015,5,1,9,1,15,68.61,1013,21,SE,10,0,0
46715,2015,5,1,10,1,15,64.54,1013,22,SE,14,0,0
46716,2015,5,1,11,1,15,60.74,1012,23,SE,19,0,0
46717,2015,5,1,12,1,14,53.62,1011,24,SE,24,0,0
46718,2015,5,1,13,1,15,50.78,1010,26,SE,29,0,0
46719,2015,5,1,14,1,13,44.61,1009,26,SE,36,0,0
46720,2015,5,1,15,1,15,53.88,1009,25,SE,42,0,0
46721,2015,5,1,16,1,15,57.2,1009,24,SE,48,0,0
46722,2015,5,1,17,1,15,60.74,1009,23,SE,55,0,0
46723,2015,5,1,18,1,15,68.61,1009,21,NE,7,0,0
46724,2015,5,1,19,1,15,72.96,1009,20,SE,6,0,0
46725,2015,5,1,20,1,15,82.65,1010,18,SE,12,0,0
46726,2015,5,1,21,1,15,82.65,1010,18,SE,19,0,0
46727,2015,5,1,22,1,15,82.65,1009,18,SE,26,0,0
46728,2015,5,1,23,1,15,82.65,1009,18,SE,33,0,0
46729,2015,5,2,0,1,15,82.65,1009,18,SE,39,0,0
46730,2015,5,2,1,1,15,82.65,1008,18,SE,46,0,0
46731,2015,5,2,2,1,16,88.11,1007,18,SE,53,0,0
46732,2015,5,2,3,1,16,88.11,1007,18,SE,59,0,0
46733,2015,5,2,4,1,16,88.11,1006,18,SE,65,0,0
46734,2015,5,2,5,1,16,88.11,1006,18,SE,71,0,0
46735,2015,5,2,6,1,16,82.77,1006,19,SE,77,0,0
46736,2015,5,2,7,1,17,82.89,1006,20,SE,84,0,0
46737,2015,5,2,8,1,17,77.94,1006,21,SE,91,0,0
46738,2015,5,2,9,1,18,78.09,1006,22,SE,98,0,0
46739,2015,5,2,10,1,18,73.5,1005,23,SE,104,0.3,0.3
46740,2015,5,2,11,1,20,88.45,1006,22,SE,107,8.4,8.7
46741,2015,5,2,12,1,19,93.98,1006,20,SE,110,3.1,11.8
46742,2015,5,2,13,1,19,93.98,1004,20,SE,114,1.3,13.1
46743,2015,5,2,14,1,20,94.03,1003,21,SE,119,0,0
46744,2015,5,2,15,1,20,88.45,1003,22,SE,122,0,0
46745,2015,5,2,16,1,20,88.45,1003,22,SE,125,0,0
46746,2015,5,2,17,1,20,88.45,1003,22,SE,128,1.3,1.3
46747,2015,5,2,18,1,20,94.03,1003,21,SE,131,0.4,1.7
46748,2015,5,2,19,1,21,100,1004,21,SW,2,0,0
46749,2015,5,2,20,1,21,100,1005,21,SW,4,0.4,0.4
46750,2015,5,2,21,1,18,93.94,1007,19,NW,9,0.3,0.7
46751,2015,5,2,22,1,17,93.89,1007,18,NW,15,0,0
46752,2015,5,2,23,1,16,93.84,1008,17,NW,21,0,0
46753,2015,5,3,0,1,15,88.02,1008,17,NW,28,0,0
46754,2015,5,3,1,1,14,87.93,1008,16,NW,34,0,0
46755,2015,5,3,2,1,14,87.93,1008,16,NW,40,0,0
46756,2015,5,3,3,1,14,87.93,1009,16,NW,45,0,0
46757,2015,5,3,4,1,14,87.93,1009,16,NW,50,0,0
46758,2015,5,3,5,1,14,87.93,1009,16,NW,56,0,0
46759,2015,5,3,6,1,14,87.93,1010,16,NW,61,0,0
46760,2015,5,3,7,1,14,82.52,1011,17,NW,66,0,0
46761,2015,5,3,8,1,14,82.52,1011,17,NW,72,0,0
46762,2015,5,3,9,1,13,72.6,1012,18,NW,78,0,0
46763,2015,5,3,10,1,14,68.4,1012,20,NW,84,0,0
46764,2015,5,3,11,1,14,68.4,1012,20,NW,89,0,0
46765,2015,5,3,12,1,14,64.32,1011,21,NW,95,0,0
46766,2015,5,3,13,1,15,60.74,1011,23,NW,100,0,0
46767,2015,5,3,14,1,15,60.74,1010,23,NW,107,0,0
46768,2015,5,3,15,1,15,57.2,1010,24,NW,113,0,0
46769,2015,5,3,16,1,14,53.62,1010,24,NE,6,0,0
46770,2015,5,3,17,1,14,56.95,1010,23,NW,7,0,0
46771,2015,5,3,18,1,15,64.54,1011,22,NE,5,0,0
46772,2015,5,3,19,1,15,68.61,1012,21,NE,9,0,0
46773,2015,5,3,20,1,15,77.64,1013,19,NE,11,0,0
46774,2015,5,3,21,1,16,82.77,1013,19,NE,14,0,0
46775,2015,5,3,22,1,16,82.77,1013,19,NE,16,0,0
46776,2015,5,3,23,1,16,82.77,1013,19,NE,18,0,0
46777,2015,5,4,0,1,15,82.65,1013,18,NE,20,0,0
46778,2015,5,4,1,1,15,82.65,1013,18,NE,22,0,0
46779,2015,5,4,2,1,15,88.02,1012,17,SW,1,0,0
46780,2015,5,4,3,1,15,88.02,1012,17,SW,2,0,0
46781,2015,5,4,4,1,15,88.02,1012,17,cv,0,0,0
46782,2015,5,4,5,1,15,93.8,1014,16,SW,2,0,0
46783,2015,5,4,6,1,16,93.84,1015,17,NW,1,0,0
46784,2015,5,4,7,1,17,93.89,1015,18,cv,1,0,0
46785,2015,5,4,8,1,16,77.79,1015,20,NW,2,0,0
46786,2015,5,4,9,1,16,68.81,1016,22,NE,5,0,0
46787,2015,5,4,10,1,15,57.2,1016,24,NE,11,0,0
46788,2015,5,4,11,1,13,50.24,1016,24,NE,19,0,0
46789,2015,5,4,12,1,10,38.82,1015,25,NE,26,0,0
46790,2015,5,4,13,1,8,36,1015,24,NE,34,0,0
46791,2015,5,4,14,1,5,29.29,1015,24,NE,41,0,0
46792,2015,5,4,15,1,5,31.1,1015,23,NE,48,0,0
46793,2015,5,4,16,1,2,26.74,1015,22,NE,55,0,0
46794,2015,5,4,17,1,-1,22.88,1016,21,NE,61,0,0
46795,2015,5,4,18,1,4,37.06,1016,19,NE,66,0,0
46796,2015,5,4,19,1,7,48.59,1016,18,NE,71,0,0
46797,2015,5,4,20,1,4,39.46,1016,18,NE,75,0,0
46798,2015,5,4,21,1,2,36.47,1016,17,NE,80,0,0
46799,2015,5,4,22,1,2,34.24,1016,18,NE,83,0,0
46800,2015,5,4,23,1,1,33.95,1016,17,NE,87,0,0
46801,2015,5,5,0,1,2,36.47,1016,17,NE,89,0,0
46802,2015,5,5,1,1,2,38.86,1015,16,SE,2,0,0
46803,2015,5,5,2,1,5,51.2,1015,15,SE,4,0,0
46804,2015,5,5,3,1,6,58.54,1015,14,SE,6,0,0
46805,2015,5,5,4,1,6,58.54,1015,14,SE,8,0,0
46806,2015,5,5,5,1,5,51.2,1014,15,NE,2,0,0
46807,2015,5,5,6,1,5,51.2,1015,15,SE,2,0,0
46808,2015,5,5,7,1,5,45.07,1015,17,SE,5,0,0
46809,2015,5,5,8,1,0,29.65,1015,18,SE,9,0,0
46810,2015,5,5,9,1,1,28.14,1015,20,SE,13,0,0
46811,2015,5,5,10,1,1,26.46,1014,21,SE,17,0,0
46812,2015,5,5,11,1,3,28.71,1014,22,SE,21,0,0
46813,2015,5,5,12,1,4,29,1013,23,SW,4,0,0
46814,2015,5,5,13,1,4,27.31,1012,24,SW,9,0,0
46815,2015,5,5,14,1,3,25.45,1011,24,SE,4,0,0
46816,2015,5,5,15,1,1,22.06,1010,24,SE,9,0,0
46818,2015,5,5,17,1,0,23.15,1010,22,SE,19,0,0
46819,2015,5,5,18,1,0,24.61,1010,21,SE,24,0,0
46820,2015,5,5,19,1,1,28.14,1010,20,SE,28,0,0
46821,2015,5,5,20,1,4,37.06,1010,19,SE,34,0,0
46822,2015,5,5,21,1,6,45.36,1011,18,SE,38,0,0
46823,2015,5,5,22,1,8,52.02,1010,18,SE,42,0,0
46824,2015,5,5,23,1,9,55.67,1010,18,SE,47,0,0
46825,2015,5,6,0,1,9,55.67,1010,18,SE,52,0,0
46826,2015,5,6,1,1,9,59.29,1009,17,SE,57,0,0
46827,2015,5,6,2,1,10,63.41,1008,17,SE,61,0,0
46828,2015,5,6,3,1,11,67.78,1008,17,SE,65,0,0
46829,2015,5,6,4,1,11,67.78,1008,17,SE,69,0,0
46830,2015,5,6,5,1,11,67.78,1008,17,SE,72,0,0
46831,2015,5,6,6,1,12,72.42,1008,17,SE,75,0,0
46832,2015,5,6,7,1,12,67.99,1008,18,SE,78,0,0
46833,2015,5,6,8,1,12,63.87,1008,19,SE,81,0,0
46834,2015,5,6,9,1,13,64.09,1009,20,SE,83,0,0
46835,2015,5,6,10,1,12,56.44,1008,21,SE,86,0,0
46836,2015,5,6,11,1,12,47.05,1008,24,SE,89,0,0
46837,2015,5,6,12,1,13,50.24,1008,24,SE,92,0,0
46838,2015,5,6,13,1,13,47.33,1007,25,cv,1,0,0
46839,2015,5,6,14,1,12,44.33,1007,25,NE,2,0,0
46840,2015,5,6,15,1,13,47.33,1007,25,cv,2,0,0
46841,2015,5,6,16,1,15,57.2,1007,24,NE,5,0,0
46842,2015,5,6,17,1,15,60.74,1008,23,NE,10,0,0
46843,2015,5,6,18,1,15,64.54,1008,22,NE,15,0,0
46844,2015,5,6,19,1,15,68.61,1009,21,NE,20,0,0
46845,2015,5,6,20,1,13,64.09,1010,20,NE,25,0,0
46846,2015,5,6,21,1,14,68.4,1011,20,SE,5,0,0
46847,2015,5,6,22,1,14,72.78,1011,19,SE,9,0,0
46848,2015,5,6,23,1,15,82.65,1012,18,SE,12,0,0
46849,2015,5,7,0,1,15,82.65,1011,18,SE,15,0,0
46850,2015,5,7,1,1,15,88.02,1011,17,SE,17,0,0
46851,2015,5,7,2,1,14,82.52,1010,17,SE,20,0,0
46852,2015,5,7,3,1,14,87.93,1010,16,SE,22,0,0
46853,2015,5,7,4,1,15,93.8,1011,16,cv,0,0,0
46854,2015,5,7,5,1,15,93.8,1012,16,cv,1,0,0
46855,2015,5,7,6,1,15,88.02,1011,17,SE,2,0,0
46856,2015,5,7,7,1,15,82.65,1012,18,SE,5,0,0
46857,2015,5,7,8,1,15,72.96,1012,20,SE,8,0,0
46858,2015,5,7,9,1,16,73.14,1013,21,SE,11,0,0
46859,2015,5,7,10,1,16,64.76,1013,23,SE,14,0,0
46860,2015,5,7,11,1,16,60.98,1013,24,cv,2,0,0
46861,2015,5,7,12,1,15,50.78,1012,26,SW,2,0,0
46862,2015,5,7,13,1,15,47.88,1012,27,SW,4,0,0
46863,2015,5,7,14,1,16,48.15,1011,28,SW,6,0,0
46864,2015,5,7,15,1,16,54.14,1011,26,SE,6,0,0
46865,2015,5,7,16,1,15,53.88,1011,25,SE,12,0,0
46866,2015,5,7,17,1,15,57.2,1011,24,SE,17,0,0
46867,2015,5,7,18,1,13,53.36,1012,23,SE,21,0,0
46868,2015,5,7,19,1,10,46.49,1013,22,SE,25,0,0
46869,2015,5,7,20,1,9,46.21,1013,21,SE,30,0,0
46870,2015,5,7,21,1,8,45.93,1014,20,SE,34,0,0
46871,2015,5,7,22,1,9,49.15,1014,20,SE,38,0,0
46872,2015,5,7,23,1,12,63.87,1014,19,SE,42,0,0
46873,2015,5,8,0,1,13,72.6,1013,18,SE,46,0,0
46874,2015,5,8,1,1,13,72.6,1012,18,SE,51,0,0
46875,2015,5,8,2,1,13,72.6,1012,18,SE,54,0,0
